index,split
17646,train
17647,train
17648,train
17649,train
17650,train
17651,train
17652,train
17653,train
17654,test
17655,train
17656,train
17657,train
17658,train
17659,valid
17660,train
17661,test
17662,valid
17663,train
17664,train
17665,test
17666,train
17667,train
17668,test
17669,train
17670,train
17671,test
17672,train
17673,train
17674,train
17675,train
17676,train
17677,train
17678,train
17679,train
17680,train
17681,valid
17682,test
17683,train
17684,test
17685,train
17686,train
17687,valid
17688,train
17689,train
17690,test
17691,train
17692,train
17693,train
17694,test
17695,train
17696,train
17697,train
17698,train
17699,train
17700,train
17701,train
17702,test
17703,train
17704,train
17705,test
17706,test
17707,train
17708,test
17709,test
17710,test
17711,test
17712,train
17713,train
17714,train
17715,train
17716,train
17717,train
17718,train
17719,train
17720,train
17721,train
17722,train
17723,valid
17724,train
17725,train
17726,train
17727,test
17728,test
17729,train
17730,train
17731,train
17732,train
17733,train
17734,train
17735,train
17736,valid
17737,valid
17738,valid
17739,train
17740,valid
17741,train
17742,train
17743,train
17744,train
17745,train
17746,test
17747,train
17748,train
17749,train
17750,train
17751,train
17752,train
17753,train
17754,test
17755,train
17756,train
17757,test
17758,train
17759,train
17760,train
17761,test
17762,valid
17763,train
17764,test
17765,train
17766,train
17767,train
17768,train
17769,test
17770,train
17771,test
17772,valid
17773,train
17774,train
17775,train
17776,train
17777,valid
17778,test
17779,train
17780,valid
17781,train
17782,train
17783,train
17784,test
17785,test
17786,test
17787,train
17788,train
17789,train
17790,train
17791,train
17792,test
17793,train
17794,test
17795,train
17796,test
17797,train
17798,train
17799,train
17800,valid
17801,train
17802,test
17803,train
17804,train
17805,valid
17806,train
17807,train
17808,train
17809,train
17810,train
17811,train
17812,train
17813,valid
17814,train
17815,train
17816,test
17817,train
17818,train
17819,train
17820,train
17821,train
17822,test
17823,train
17824,train
17825,valid
17826,train
17827,train
17828,valid
17829,test
17830,valid
17831,train
17832,train
17833,train
17834,train
17835,train
17836,test
17837,test
17838,train
17839,train
17840,test
17841,train
17842,train
17843,valid
17844,train
17845,train
17846,train
17847,train
17848,valid
17849,valid
17850,train
17851,valid
17852,test
17853,train
17854,train
17855,train
17856,test
17857,test
17858,test
17859,train
17860,train
17861,valid
17862,train
17863,train
17864,train
17865,train
17866,train
17867,test
17868,train
17869,valid
17870,train
17871,train
17872,train
17873,train
17874,valid
17875,valid
17876,train
17877,valid
17878,train
17879,train
17880,train
17881,train
17882,valid
17883,train
17884,train
17885,train
17886,valid
17887,train
17888,test
17889,test
17890,test
17891,train
17892,test
17893,train
17894,train
17895,train
17896,test
17897,train
17898,train
17899,valid
17900,valid
17901,train
17902,train
17903,train
17904,train
17905,train
17906,train
17907,train
17908,train
17909,train
17910,train
17911,train
17912,train
17913,valid
17914,train
17915,train
17916,train
17917,train
17918,valid
17919,train
17920,train
17921,train
17922,test
17923,train
17924,train
17925,train
17926,train
17927,train
17928,train
17929,train
17930,train
17931,train
17932,train
17933,train
17934,train
17935,train
17936,train
17937,train
17938,train
17939,train
17940,train
17941,train
17942,test
17943,train
17944,test
17945,train
17946,train
17947,train
17948,train
17949,train
17950,valid
17951,train
17952,test
17953,test
17954,train
17955,train
17956,train
17957,valid
17958,train
17959,valid
17960,train
17961,train
17962,train
17963,valid
17964,train
17965,train
17966,train
17967,valid
17968,train
17969,train
17970,valid
17971,train
17972,train
17973,test
17974,valid
17975,test
17976,train
17977,train
17978,train
17979,train
17980,valid
17981,train
17982,train
17983,train
17984,valid
17985,train
17986,train
17987,train
17988,valid
17989,valid
17990,train
17991,test
17992,train
17993,train
17994,train
17995,train
17996,train
17997,train
17998,train
17999,test
18000,train
18001,test
18002,train
18003,test
18004,test
18005,test
18006,valid
18007,train
18008,train
18009,train
18010,train
18011,train
18012,train
18013,valid
18014,valid
18015,train
18016,train
18017,train
18018,valid
18019,valid
18020,train
18021,test
18022,train
18023,train
18024,test
18025,test
18026,test
18027,train
18028,train
18029,train
18030,train
18031,train
18032,train
18033,test
18034,train
18035,train
18036,train
18037,train
18038,test
18039,train
18040,train
18041,valid
18042,train
18043,valid
18044,train
18045,train
18046,valid
18047,test
18048,train
18049,train
18050,train
18051,train
18052,train
18053,test
18054,train
18055,train
18056,train
18057,valid
18058,train
18059,test
18060,valid
18061,train
18062,train
18063,train
18064,train
18065,test
18066,test
18067,train
18068,test
18069,train
18070,train
18071,train
18072,train
18073,valid
18074,train
18075,train
18076,train
18077,test
18078,test
18079,train
18080,train
18081,test
18082,train
18083,train
18084,train
18085,test
18086,train
18087,valid
18088,train
18089,train
18090,train
18091,train
18092,train
18093,test
18094,train
18095,train
18096,train
18097,train
18098,train
18099,train
18100,valid
18101,test
18102,valid
18103,train
18104,train
18105,valid
18106,valid
18107,train
18108,train
18109,train
18110,train
18111,train
18112,train
18113,test
18114,train
18115,train
18116,train
18117,test
18118,train
18119,train
18120,valid
18121,train
18122,test
18123,valid
18124,train
18125,train
18126,train
18127,valid
18128,train
18129,train
18130,train
18131,test
18132,valid
18133,train
18134,train
18135,train
18136,valid
18137,train
18138,train
18139,train
18140,train
18141,train
18142,train
18143,train
18144,test
18145,train
18146,train
18147,train
18148,test
18149,valid
18150,valid
18151,train
18152,test
18153,train
18154,train
18155,train
18156,train
18157,train
18158,test
18159,test
18160,test
18161,train
18162,test
18163,train
18164,train
18165,valid
18166,train
18167,valid
18168,train
18169,valid
18170,valid
18171,train
18172,train
18173,train
18174,train
18175,train
18176,test
18177,train
18178,train
18179,test
18180,train
18181,valid
18182,test
18183,train
18184,train
18185,train
18186,valid
18187,test
18188,train
18189,train
18190,train
18191,test
18192,test
18193,train
18194,train
18195,test
18196,train
18197,train
18198,train
18199,test
18200,train
18201,train
18202,train
18203,train
18204,train
18205,train
18206,train
18207,valid
18208,test
18209,test
18210,test
18211,train
18212,train
18213,valid
18214,valid
18215,train
18216,train
18217,test
18218,valid
18219,test
18220,train
18221,train
18222,train
18223,valid
18224,train
18225,train
18226,test
18227,train
18228,train
18229,valid
18230,train
18231,train
18232,train
18233,train
18234,train
18235,test
18236,train
18237,train
18238,train
18239,test
18240,train
18241,train
18242,valid
18243,train
18244,train
18245,train
18246,train
18247,train
18248,train
18249,train
18250,test
18251,valid
18252,valid
18253,valid
18254,train
18255,valid
18256,train
18257,train
18258,train
18259,train
18260,valid
18261,valid
18262,train
18263,train
18264,train
18265,valid
18266,valid
18267,train
18268,train
18269,train
18270,valid
18271,train
18272,valid
18273,valid
18274,valid
18275,train
18276,valid
18277,train
18278,train
18279,test
18280,train
18281,train
18282,train
18283,test
18284,train
18285,train
18286,valid
18287,train
18288,train
18289,train
18290,train
18291,train
18292,train
18293,train
18294,train
18295,test
18296,test
18297,train
18298,train
18299,train
18300,train
18301,train
18302,train
18303,train
18304,valid
18305,train
18306,train
18307,valid
18308,train
18309,test
18310,train
18311,train
18312,train
18313,train
18314,train
18315,train
18316,valid
18317,train
18318,test
18319,train
18320,train
18321,train
18322,train
18323,test
18324,train
18325,train
18326,valid
18327,train
18328,train
18329,test
18330,train
18331,train
18332,train
18333,train
18334,train
18335,train
18336,test
18337,train
18338,train
18339,train
18340,test
18341,train
18342,train
18343,train
18344,test
18345,test
18346,test
18347,valid
18348,train
18349,train
18350,test
18351,valid
18352,train
18353,train
18354,valid
18355,train
18356,train
18357,test
18358,train
18359,valid
18360,test
18361,train
18362,valid
18363,valid
18364,train
18365,valid
18366,train
18367,train
18368,valid
18369,train
18370,train
18371,test
18372,train
18373,valid
18374,train
18375,train
18376,test
18377,train
18378,test
18379,train
18380,valid
18381,train
18382,test
18383,test
18384,train
18385,train
18386,train
18387,train
18388,valid
18389,valid
18390,train
18391,train
18392,train
18393,train
18394,train
18395,train
18396,train
18397,train
18398,train
18399,train
18400,train
18401,train
18402,train
18403,train
18404,train
18405,train
18406,train
18407,train
18408,train
18409,test
18410,train
18411,valid
18412,train
18413,train
18414,train
18415,train
18416,test
18417,train
18418,train
18419,train
18420,test
18421,test
18422,train
18423,test
18424,train
18425,train
18426,train
18427,train
18428,train
18429,train
18430,train
18431,train
18432,train
18433,train
18434,train
18435,test
18436,train
18437,test
18438,train
18439,train
18440,train
18441,valid
18442,train
18443,valid
18444,test
18445,train
18446,train
18447,train
18448,train
18449,train
18450,train
18451,train
18452,train
18453,train
18454,valid
18455,train
18456,train
18457,valid
18458,train
18459,train
18460,train
18461,train
18462,train
18463,train
18464,train
18465,train
18466,train
18467,train
18468,valid
18469,train
18470,train
18471,train
18472,train
18473,train
18474,train
18475,train
18476,train
18477,train
18478,train
18479,train
18480,train
18481,train
18482,train
18483,train
18484,test
18485,train
18486,train
18487,train
18488,train
18489,train
18490,valid
18491,train
18492,train
18493,test
18494,valid
18495,valid
18496,train
18497,train
18498,test
18499,train
18500,train
18501,valid
18502,valid
18503,test
18504,train
18505,train
18506,test
18507,train
18508,train
18509,train
18510,train
18511,train
18512,train
18513,test
18514,test
18515,train
18516,train
18517,test
18518,train
18519,train
18520,train
18521,train
18522,train
18523,train
18524,valid
18525,train
18526,train
18527,valid
18528,valid
18529,test
18530,valid
18531,train
18532,valid
18533,train
18534,train
18535,train
18536,train
18537,train
18538,valid
18539,valid
18540,valid
18541,train
18542,valid
18543,train
18544,train
18545,test
18546,train
18547,train
18548,valid
18549,train
18550,train
18551,train
18552,train
18553,train
18554,train
18555,train
18556,test
18557,train
18558,valid
18559,train
18560,train
18561,test
18562,test
18563,test
18564,train
18565,train
18566,train
18567,train
18568,train
18569,valid
18570,train
18571,train
18572,train
18573,train
18574,test
18575,train
18576,train
18577,train
18578,train
18579,test
18580,train
18581,test
18582,train
18583,valid
18584,train
18585,valid
18586,test
18587,train
18588,valid
18589,train
18590,test
18591,train
18592,train
18593,valid
18594,train
18595,train
18596,train
18597,train
18598,valid
18599,train
18600,train
18601,train
18602,train
18603,train
18604,train
18605,train
18606,train
18607,valid
18608,train
18609,train
18610,train
18611,test
18612,valid
18613,train
18614,train
18615,valid
18616,train
18617,train
18618,train
18619,train
18620,train
18621,valid
18622,test
18623,valid
18624,test
18625,train
18626,train
18627,train
18628,train
18629,test
18630,train
18631,train
18632,train
18633,valid
18634,train
18635,train
18636,train
18637,train
18638,test
18639,train
18640,train
18641,train
18642,train
18643,valid
18644,train
18645,valid
18646,train
18647,train
18648,train
18649,train
18650,valid
18651,test
18652,test
18653,train
18654,test
18655,test
18656,test
18657,train
18658,train
18659,train
18660,train
18661,test
18662,train
18663,train
18664,valid
18665,train
18666,test
18667,train
18668,train
18669,train
18670,test
18671,train
18672,train
18673,train
18674,train
18675,train
18676,train
18677,train
18678,valid
18679,valid
18680,train
18681,train
18682,train
18683,train
18684,train
18685,train
18686,test
18687,train
18688,train
18689,train
18690,train
18691,train
18692,test
18693,train
18694,train
18695,train
18696,train
18697,test
18698,valid
18699,test
18700,test
18701,train
18702,train
18703,train
18704,test
18705,train
18706,test
18707,valid
18708,train
18709,train
18710,train
18711,train
18712,train
18713,test
18714,train
18715,train
18716,train
18717,train
18718,valid
18719,train
18720,test
18721,train
18722,train
18723,train
18724,train
18725,test
18726,train
18727,train
18728,train
18729,train
18730,train
18731,train
18732,train
18733,train
18734,train
18735,train
18736,train
18737,test
18738,train
18739,test
18740,train
18741,test
18742,train
18743,valid
18744,train
18745,train
18746,train
18747,test
18748,train
18749,valid
18750,train
18751,train
18752,test
18753,train
18754,train
18755,train
18756,test
18757,train
18758,train
18759,train
18760,valid
18761,train
18762,train
18763,train
18764,train
18765,train
18766,train
18767,valid
18768,train
18769,train
18770,train
18771,test
18772,train
18773,valid
18774,train
18775,train
18776,train
18777,train
18778,test
18779,train
18780,valid
18781,train
18782,train
18783,train
18784,train
18785,train
18786,train
18787,train
18788,train
18789,train
18790,train
18791,train
18792,train
18793,train
18794,train
18795,valid
18796,test
18797,train
18798,train
18799,train
18800,train
18801,valid
18802,train
18803,train
18804,train
18805,valid
18806,train
18807,train
18808,test
18809,valid
18810,valid
18811,valid
18812,train
18813,valid
18814,train
18815,train
18816,valid
18817,train
18818,train
18819,train
18820,train
18821,train
18822,train
18823,train
18824,train
18825,train
18826,valid
18827,test
18828,test
18829,train
18830,test
18831,train
18832,valid
18833,test
18834,train
18835,train
18836,train
18837,valid
18838,train
18839,train
18840,train
18841,train
18842,valid
18843,train
18844,train
18845,train
18846,valid
18847,valid
18848,valid
18849,train
18850,test
18851,valid
18852,valid
18853,train
18854,valid
18855,train
18856,train
18857,test
18858,train
18859,train
18860,train
18861,test
18862,test
18863,test
18864,test
18865,train
18866,valid
18867,train
18868,valid
18869,train
18870,train
18871,train
18872,valid
18873,train
18874,train
18875,train
18876,train
18877,train
18878,train
18879,test
18880,train
18881,train
18882,train
18883,train
18884,valid
18885,valid
18886,train
18887,train
18888,train
18889,train
18890,valid
18891,train
18892,valid
18893,train
18894,train
18895,train
18896,valid
18897,train
18898,train
18899,train
18900,train
18901,test
18902,train
18903,train
18904,valid
18905,test
18906,test
18907,train
18908,train
18909,train
18910,train
18911,train
18912,valid
18913,train
18914,test
18915,train
18916,valid
18917,train
18918,test
18919,train
18920,train
18921,train
18922,train
18923,train
18924,train
18925,train
18926,train
18927,train
18928,valid
18929,train
18930,train
18931,train
18932,valid
18933,train
18934,valid
18935,valid
18936,train
18937,train
18938,train
18939,valid
18940,train
18941,valid
18942,valid
18943,test
18944,test
18945,train
18946,train
18947,valid
18948,train
18949,train
18950,train
18951,train
18952,train
18953,train
18954,train
18955,valid
18956,train
18957,train
18958,train
18959,train
18960,train
18961,train
18962,train
18963,train
18964,test
18965,train
18966,valid
18967,train
18968,valid
18969,valid
18970,valid
18971,train
18972,train
18973,train
18974,train
18975,train
18976,train
18977,train
18978,train
18979,test
18980,train
18981,train
18982,test
18983,train
18984,train
18985,train
18986,train
18987,train
18988,train
18989,train
18990,train
18991,train
18992,train
18993,valid
18994,train
18995,train
18996,train
18997,train
18998,train
18999,train
19000,train
19001,test
19002,test
19003,train
19004,train
19005,train
19006,train
19007,valid
19008,train
19009,train
19010,test
19011,train
19012,train
19013,valid
19014,train
19015,train
19016,train
19017,train
19018,test
19019,train
19020,train
19021,train
19022,train
19023,train
19024,test
19025,train
19026,train
19027,valid
19028,test
19029,valid
19030,train
19031,train
19032,train
19033,train
19034,test
19035,train
19036,valid
19037,train
19038,train
19039,test
19040,train
19041,train
19042,train
19043,train
19044,train
19045,train
19046,train
19047,valid
19048,valid
19049,train
19050,test
19051,train
19052,test
19053,train
19054,valid
19055,train
19056,train
19057,train
19058,train
19059,train
19060,train
19061,train
19062,test
19063,train
19064,test
19065,train
19066,train
19067,train
19068,train
19069,test
19070,test
19071,valid
19072,train
19073,train
19074,train
19075,train
19076,train
19077,train
19078,test
19079,train
19080,test
19081,test
19082,valid
19083,train
19084,train
19085,train
19086,train
19087,train
19088,train
19089,train
19090,train
19091,train
19092,train
19093,train
19094,train
19095,train
19096,train
19097,train
19098,train
19099,test
19100,test
19101,train
19102,train
19103,train
19104,test
19105,train
19106,train
19107,valid
19108,train
19109,train
19110,train
19111,test
19112,train
19113,valid
19114,test
19115,train
19116,train
19117,train
19118,train
19119,train
19120,train
19121,valid
19122,train
19123,train
19124,train
19125,train
19126,test
19127,valid
19128,train
19129,train
19130,train
19131,valid
19132,train
19133,train
19134,train
19135,train
19136,train
19137,train
19138,train
19139,train
19140,test
19141,train
19142,train
19143,train
19144,valid
19145,test
19146,valid
19147,test
19148,train
19149,train
19150,train
19151,train
19152,test
19153,train
19154,train
19155,train
19156,train
19157,train
19158,test
19159,train
19160,train
19161,train
19162,train
19163,train
19164,train
19165,train
19166,valid
19167,train
19168,train
19169,test
19170,train
19171,train
19172,valid
19173,train
19174,train
19175,train
19176,train
19177,test
19178,valid
19179,train
19180,train
19181,train
19182,train
19183,train
19184,train
19185,train
19186,train
19187,train
19188,train
19189,train
19190,train
19191,train
19192,train
19193,train
19194,valid
19195,test
19196,test
19197,train
19198,train
19199,train
19200,train
19201,test
19202,train
19203,valid
19204,train
19205,train
19206,train
19207,train
19208,train
19209,train
19210,test
19211,train
19212,train
19213,test
19214,train
19215,train
19216,train
19217,train
19218,train
19219,train
19220,train
19221,train
19222,valid
19223,train
19224,train
19225,train
19226,train
19227,train
19228,train
19229,train
19230,valid
19231,train
19232,test
19233,train
19234,train
19235,train
19236,train
19237,train
19238,train
19239,test
19240,train
19241,train
19242,train
19243,train
19244,valid
19245,train
19246,train
19247,valid
19248,train
19249,train
19250,valid
19251,train
19252,test
19253,train
19254,train
19255,train
19256,valid
19257,train
19258,valid
19259,train
19260,train
19261,train
19262,train
19263,train
19264,train
19265,test
19266,train
19267,test
19268,train
19269,train
19270,train
19271,train
19272,test
19273,test
19274,train
19275,train
19276,train
19277,valid
19278,train
19279,train
19280,train
19281,train
19282,train
19283,test
19284,train
19285,valid
19286,train
19287,train
19288,train
19289,train
19290,train
19291,train
19292,train
19293,valid
19294,test
19295,train
19296,train
19297,test
19298,train
19299,valid
19300,train
19301,valid
19302,train
19303,train
19304,test
19305,train
19306,train
19307,train
19308,train
19309,train
19310,test
19311,train
19312,train
19313,test
19314,train
19315,test
19316,train
19317,train
19318,valid
19319,train
19320,valid
19321,test
19322,train
19323,train
19324,train
19325,train
19326,train
19327,train
19328,train
19329,train
19330,train
19331,train
19332,train
19333,train
19334,train
19335,train
19336,train
19337,valid
19338,train
19339,valid
19340,train
19341,train
19342,train
19343,train
19344,train
19345,train
19346,train
19347,train
19348,train
19349,test
19350,valid
19351,valid
19352,train
19353,train
19354,train
19355,test
19356,valid
19357,train
19358,train
19359,train
19360,valid
19361,train
19362,train
19363,train
19364,test
19365,train
19366,train
19367,train
19368,train
19369,train
19370,train
19371,test
19372,train
19373,train
19374,train
19375,train
19376,test
19377,train
19378,test
19379,test
19380,train
19381,train
19382,train
19383,train
19384,train
19385,train
19386,train
19387,train
19388,valid
19389,valid
19390,train
19391,train
19392,train
19393,train
19394,test
19395,train
19396,train
19397,valid
19398,train
19399,test
19400,train
19401,train
19402,train
19403,train
19404,train
19405,train
19406,train
19407,test
19408,valid
19409,train
19410,train
19411,valid
19412,train
19413,train
19414,train
19415,train
19416,train
19417,train
19418,test
19419,train
19420,train
19421,train
19422,valid
19423,train
19424,valid
19425,train
19426,train
19427,train
19428,train
19429,train
19430,train
19431,train
19432,train
19433,train
19434,train
19435,valid
19436,train
19437,train
19438,test
19439,train
19440,train
19441,train
19442,train
19443,train
19444,train
19445,train
19446,train
19447,train
19448,valid
19449,train
19450,train
19451,train
19452,train
19453,train
19454,train
19455,train
19456,test
19457,test
19458,test
19459,train
19460,train
19461,train
19462,train
19463,test
19464,valid
19465,train
19466,train
19467,valid
19468,train
19469,train
19470,train
19471,train
19472,train
19473,train
19474,train
19475,train
19476,valid
19477,train
19478,train
19479,test
19480,train
19481,train
19482,test
19483,test
19484,train
19485,train
19486,train
19487,train
19488,train
19489,valid
19490,test
19491,train
19492,train
19493,train
19494,valid
19495,train
19496,train
19497,train
19498,train
19499,test
19500,train
19501,train
19502,test
19503,train
19504,train
19505,train
19506,train
19507,train
19508,test
19509,train
19510,test
19511,train
19512,train
19513,test
19514,test
19515,train
19516,test
19517,test
19518,valid
19519,train
19520,train
19521,train
19522,train
19523,train
19524,train
19525,test
19526,test
19527,train
19528,train
19529,train
19530,valid
19531,train
19532,train
19533,test
19534,valid
19535,train
19536,valid
19537,train
19538,train
19539,valid
19540,test
19541,train
19542,train
19543,train
19544,test
19545,train
19546,train
19547,train
19548,valid
19549,train
19550,test
19551,train
19552,train
19553,train
19554,train
19555,train
19556,train
19557,valid
19558,train
19559,train
19560,train
19561,train
19562,train
19563,valid
19564,train
19565,train
19566,valid
19567,valid
19568,valid
19569,train
19570,train
19571,test
19572,train
19573,train
19574,train
19575,train
19576,train
19577,train
19578,train
19579,train
19580,train
19581,train
19582,train
19583,test
19584,valid
19585,valid
19586,test
19587,valid
19588,train
19589,train
19590,train
19591,test
19592,train
19593,test
19594,train
19595,train
19596,train
19597,train
19598,train
19599,train
19600,train
19601,train
19602,test
19603,valid
19604,test
19605,valid
19606,train
19607,test
19608,train
19609,valid
19610,test
19611,train
19612,test
19613,train
19614,train
19615,train
19616,train
19617,train
19618,test
19619,train
19620,train
19621,train
19622,train
19623,test
19624,train
19625,train
19626,valid
19627,train
19628,train
19629,train
19630,train
19631,valid
19632,train
19633,train
19634,train
19635,test
19636,train
19637,train
19638,valid
19639,test
19640,train
19641,train
19642,train
19643,train
19644,train
19645,train
19646,train
19647,train
19648,train
19649,valid
19650,train
19651,train
19652,train
19653,train
19654,test
19655,train
19656,train
19657,valid
19658,test
19659,train
19660,train
19661,train
19662,train
19663,test
19664,train
19665,train
19666,valid
19667,train
19668,test
19669,train
19670,train
19671,train
19672,train
19673,train
19674,train
19675,train
19676,train
19677,train
19678,train
19679,train
19680,train
19681,train
19682,train
19683,train
19684,train
19685,test
19686,train
19687,train
19688,train
19689,train
19690,train
19691,train
19692,train
19693,train
19694,test
19695,valid
19696,test
19697,test
19698,train
19699,train
19700,valid
19701,train
19702,valid
19703,train
19704,train
19705,valid
19706,train
19707,train
19708,train
19709,test
19710,test
19711,train
19712,test
19713,train
19714,test
19715,train
19716,train
19717,train
19718,train
19719,train
19720,train
19721,train
19722,valid
19723,train
19724,train
19725,train
19726,train
19727,test
19728,test
19729,train
19730,train
19731,train
19732,valid
19733,train
19734,valid
19735,valid
19736,valid
19737,valid
19738,train
19739,train
19740,train
19741,train
19742,train
19743,train
19744,train
19745,test
19746,train
19747,train
19748,train
19749,train
19750,train
19751,train
19752,test
19753,train
19754,valid
19755,train
19756,train
19757,train
19758,test
19759,train
19760,train
19761,train
19762,train
19763,train
19764,train
19765,train
19766,train
19767,train
19768,test
19769,valid
19770,train
19771,train
19772,train
19773,train
19774,train
19775,train
19776,train
19777,valid
19778,test
19779,train
19780,train
19781,train
19782,valid
19783,train
19784,train
19785,train
19786,train
19787,valid
19788,train
19789,train
19790,train
19791,train
19792,train
19793,train
19794,test
19795,train
19796,train
19797,train
19798,train
19799,train
19800,test
19801,train
19802,test
19803,valid
19804,test
19805,test
19806,train
19807,train
19808,train
19809,valid
19810,valid
19811,train
19812,train
19813,test
19814,test
19815,train
19816,train
19817,train
19818,train
19819,train
19820,test
19821,train
19822,test
19823,train
19824,valid
19825,test
19826,train
19827,train
19828,train
19829,train
19830,train
19831,test
19832,test
19833,train
19834,train
19835,train
19836,train
19837,train
19838,test
19839,train
19840,valid
19841,test
19842,test
19843,train
19844,train
19845,train
19846,train
19847,train
19848,train
19849,test
19850,train
19851,train
19852,train
19853,test
19854,train
19855,test
19856,train
19857,train
19858,train
19859,train
19860,test
19861,test
19862,valid
19863,train
19864,train
19865,train
19866,train
19867,train
19868,train
19869,valid
19870,train
19871,test
19872,train
19873,train
19874,train
19875,train
19876,valid
19877,train
19878,test
19879,test
19880,train
19881,train
19882,train
19883,valid
19884,train
19885,train
19886,valid
19887,train
19888,test
19889,train
19890,train
19891,valid
19892,train
19893,train
19894,test
19895,valid
19896,train
19897,train
19898,train
19899,train
19900,train
19901,train
19902,test
19903,train
19904,train
19905,train
19906,train
19907,train
19908,train
19909,valid
19910,valid
19911,train
19912,train
19913,train
19914,train
19915,train
19916,test
19917,valid
19918,train
19919,train
19920,train
19921,train
19922,test
19923,test
19924,test
19925,train
19926,train
19927,train
19928,train
19929,train
19930,test
19931,train
19932,train
19933,test
19934,train
19935,train
19936,test
19937,test
19938,train
19939,train
19940,train
19941,train
19942,train
19943,train
19944,valid
19945,train
19946,test
19947,train
19948,train
19949,test
19950,test
19951,test
19952,train
19953,train
19954,train
19955,valid
19956,valid
19957,train
19958,train
19959,test
19960,test
19961,train
19962,train
19963,train
19964,train
19965,valid
19966,valid
19967,train
19968,valid
19969,train
19970,valid
19971,train
19972,train
19973,train
19974,train
19975,test
19976,valid
19977,train
19978,test
19979,test
19980,train
19981,valid
19982,train
19983,train
19984,train
19985,test
19986,train
19987,train
19988,valid
19989,train
19990,train
19991,train
19992,train
19993,train
19994,valid
19995,train
19996,train
19997,train
19998,test
19999,valid
20000,train
20001,valid
20002,train
20003,train
20004,train
20005,train
20006,train
20007,train
20008,train
20009,train
20010,train
20011,valid
20012,test
20013,train
20014,train
20015,train
20016,train
20017,test
20018,train
20019,train
20020,train
20021,valid
20022,train
20023,train
20024,train
20025,valid
20026,train
20027,test
20028,train
20029,train
20030,test
20031,train
20032,train
20033,train
20034,train
20035,train
20036,train
20037,valid
20038,train
20039,train
20040,test
20041,valid
20042,train
20043,train
20044,train
20045,train
20046,valid
20047,valid
20048,valid
20049,train
20050,train
20051,train
20052,train
20053,valid
20054,train
20055,train
20056,train
20057,train
20058,valid
20059,train
20060,train
20061,train
20062,train
20063,test
20064,train
20065,test
20066,train
20067,train
20068,train
20069,test
20070,train
20071,train
20072,valid
20073,train
20074,train
20075,train
20076,train
20077,train
20078,train
20079,valid
20080,train
20081,valid
20082,train
20083,train
20084,test
20085,train
20086,test
20087,train
20088,train
20089,test
20090,train
20091,train
20092,train
20093,train
20094,train
20095,train
20096,test
20097,train
20098,train
20099,train
20100,test
20101,valid
20102,train
20103,train
20104,valid
20105,train
20106,valid
20107,valid
20108,test
20109,train
20110,train
20111,test
20112,train
20113,test
20114,valid
20115,valid
20116,train
20117,test
20118,train
20119,train
20120,train
20121,train
20122,train
20123,train
20124,train
20125,train
20126,train
20127,valid
20128,test
20129,valid
20130,train
20131,valid
20132,train
20133,train
20134,valid
20135,train
20136,train
20137,valid
20138,valid
20139,valid
20140,train
20141,train
20142,train
20143,train
20144,train
20145,train
20146,test
20147,test
20148,train
20149,train
20150,train
20151,train
20152,train
20153,train
20154,train
20155,train
20156,train
20157,train
20158,train
20159,test
20160,train
20161,train
20162,train
20163,test
20164,train
20165,train
20166,train
20167,train
20168,train
20169,test
20170,valid
20171,train
20172,train
20173,train
20174,train
20175,train
20176,train
20177,test
20178,train
20179,train
20180,train
20181,train
20182,valid
20183,train
20184,train
20185,train
20186,valid
20187,train
20188,train
20189,valid
20190,train
20191,train
20192,train
20193,train
20194,train
20195,train
20196,valid
20197,train
20198,train
20199,train
20200,valid
20201,train
20202,test
20203,test
20204,train
20205,valid
20206,test
20207,train
20208,train
20209,train
20210,valid
20211,valid
20212,train
20213,train
20214,test
20215,train
20216,train
20217,valid
20218,valid
20219,train
20220,train
20221,train
20222,test
20223,train
20224,train
20225,train
20226,test
20227,train
20228,train
20229,train
20230,train
20231,train
20232,train
20233,train
20234,valid
20235,train
20236,test
20237,train
20238,valid
20239,train
20240,valid
20241,train
20242,test
20243,train
20244,train
20245,train
20246,train
20247,train
20248,train
20249,train
20250,train
20251,test
20252,train
20253,train
20254,train
20255,train
20256,train
20257,valid
20258,train
20259,train
20260,test
20261,train
20262,train
20263,train
20264,train
20265,train
20266,train
20267,train
20268,valid
20269,train
20270,train
20271,train
20272,valid
20273,train
20274,train
20275,train
20276,test
20277,train
20278,valid
20279,train
20280,valid
20281,train
20282,test
20283,train
20284,train
20285,train
20286,valid
20287,valid
20288,train
20289,train
20290,train
20291,train
20292,train
20293,train
20294,test
20295,train
20296,train
20297,train
20298,train
20299,train
20300,train
20301,train
20302,train
20303,train
20304,train
20305,train
20306,train
20307,train
20308,test
20309,train
20310,train
20311,train
20312,train
20313,train
20314,train
20315,train
20316,train
20317,valid
20318,test
20319,train
20320,train
20321,train
20322,train
20323,train
20324,test
20325,train
20326,train
20327,train
20328,train
20329,train
20330,train
20331,valid
20332,train
20333,train
20334,train
20335,train
20336,train
20337,train
20338,train
20339,train
20340,valid
20341,train
20342,train
20343,test
20344,test
20345,valid
20346,train
20347,valid
20348,train
20349,train
20350,train
20351,train
20352,train
20353,train
20354,valid
20355,test
20356,train
20357,test
20358,test
20359,train
20360,test
20361,train
20362,train
20363,train
20364,test
20365,valid
20366,train
20367,train
20368,train
